"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","10.8",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","22.6",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","22.2",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","23.0",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.2",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","8.9",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","9.6",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.9",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.6",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","11.1",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","23.5",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","23.5",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","23.4",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.6",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.4",""
"2014M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.9",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","10.7",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","10.3",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","11.0",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","23.7",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","23.3",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","24.1",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.3",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.0",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","9.7",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.9",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.7",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","11.1",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","23.5",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","23.5",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","23.5",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.6",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.4",""
"2014M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.9",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","10.8",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","10.6",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","11.2",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","24.0",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","23.9",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","24.1",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.5",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.2",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","9.9",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.9",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.7",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","11.0",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","23.3",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","23.4",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","23.2",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.7",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.5",""
"2014M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.9",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","11.1",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","10.8",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","11.4",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","23.6",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","23.6",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","23.6",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.9",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.6",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","10.2",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.9",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.8",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","11.1",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","23.5",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","23.5",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","23.4",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.7",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.5",""
"2014M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.9",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","10.7",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","10.5",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","10.8",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","22.2",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","22.3",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","22.2",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.6",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.4",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","9.8",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.7",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.6",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","10.9",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","23.0",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","23.2",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","22.8",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.5",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.4",""
"2014M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.7",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","11.1",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","11.1",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","11.1",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","23.2",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","23.8",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","22.5",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.9",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.8",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","10.0",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.7",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.6",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","10.8",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","22.9",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","23.2",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","22.6",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.5",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.3",""
"2015M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.7",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","11.2",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","11.2",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","11.1",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","23.9",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","24.3",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","23.4",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.9",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.9",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","10.0",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.6",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.5",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","10.8",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","22.9",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","23.1",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","22.6",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.4",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.3",""
"2015M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.6",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","11.0",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","11.0",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","11.0",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","23.3",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","23.7",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","22.9",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.8",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.7",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","9.8",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.6",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.5",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","10.7",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","22.7",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","23.0",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","22.5",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.4",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.2",""
"2015M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.6",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","10.6",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","10.5",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","10.6",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","22.6",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","23.1",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","22.0",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","9.4",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.3",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","9.5",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","10.5",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.3",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","10.6",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","22.5",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","22.7",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","22.2",""
"2015M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.3",""
